verse_number,tantra,section,english_title
"2393","Tantra Eight","CAUSAL (KARANA) UPADHIS","Of the Six Ends Vedanta and Siddhanta Alone Show"
"2394","Tantra Eight","CAUSAL (KARANA) UPADHIS","Jivan Mukti in Siddhanta"
"2395","Tantra Eight","CAUSAL (KARANA) UPADHIS","Beyond Jiva Turiya and Para Turiya is Siva Turiya"
"2396","Tantra Eight","CAUSAL (KARANA) UPADHIS","All States Are Tattvas or Steps Only to"
"2397","Tantra Eight","CAUSAL (KARANA) UPADHIS","Veda and Agama Alike Revealed by God"
"2398","Tantra Eight","CAUSAL (KARANA) UPADHIS","Beyond Bliss of Voids is the Bliss of Siva Dance"
"2399","Tantra Eight","CAUSAL (KARANA) UPADHIS","Kalanta Leads to Siva as Panchantaka"
"2400","Tantra Eight","CAUSAL (KARANA) UPADHIS","Beyond Kalanta Vedanta-Siddhanta Leads to"
"2401","Tantra Eight","CAUSAL (KARANA) UPADHIS","Truth of Vedanta is Jiva Mingling in Siva"
"2402","Tantra Eight","CAUSAL (KARANA) UPADHIS","Tvam -Tat-Asi State is Goal of Vedanta Siddhanta"
"2403","Tantra Eight","CAUSAL (KARANA) UPADHIS","Siddhanta Agamas Are Filled With Vedic Wisdom"
"2404","Tantra Eight","CAUSAL (KARANA) UPADHIS","Out of Vedas and Agamas Evolved"
"2405","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Pati, Pasu, and Pasam—All Three Eternal"
"2406","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","When Pasas Leave"
"2407","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Prayer Takes Jiva to States Beyond Three Pasas"
"2408","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Why Pasas—To Seek God"
"2409","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","After Pasas Atita Plane"
"2410","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","To Freedom Eternal From Bondage Eternal"
"2411","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Relationship Symbolised in"
"2412","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Lord Teaches Truth of Pasu-Pasam"
"2413","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Lord Placed PaficPasu-Pasam Truth in Suddha"
"2414","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","The Three Classes of Jivas Created According to Degrees of Knowledge"
"2415","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","How Pasas Arise in the Order of Creation"
"2416","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Creation Continues"
"2417","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Creation Further Continued"
"2418","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Five Acts Eternal"
"2419","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Creation of Tattvas"
"2420","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Creation of Experiences for diva"
"2421","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Anava Gives Longing for Pleasures and Maya"
"2422","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Grace Works Out Purity"
"2423","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Pati-Pasam Leads to Pasu-Pati"
"2424","Tantra Eight","PATI-PASU-PASAM NON-DIFFERENCE","Siva-Guru Teaches the Four Rishis"
"2425","Tantra Eight","HEAD-AND-FOOT KNOWLEDGE","Feet are Grace; Head is Jnana"
"2426","Tantra Eight","HEAD-AND-FOOT KNOWLEDGE","Head and Feet Are Within"
"2427","Tantra Eight","HEAD-AND-FOOT KNOWLEDGE","Greatness of Feet"
"2428","Tantra Eight","HEAD-AND-FOOT KNOWLEDGE","Only By God’s Grace Jiva Can Know Him"
"2429","Tantra Eight","HEAD-AND-FOOT KNOWLEDGE","Lord Gave Jnana and Mantra"
"2430","Tantra Eight","HEAD-AND-FOOT KNOWLEDGE","Wait and Pray; Lord Will Come to You"
"2431","Tantra Eight","HEAD-AND-FOOT KNOWLEDGE","Grace is Granted According to Degree of Devotion"
"2432","Tantra Eight","HEAD-AND-FOOT KNOWLEDGE","Go the Intense Way and Behold Lord’s Feet Even"
"2433","Tantra Eight","HEAD-AND-FOOT KNOWLEDGE","Grace Leads to Holy State"
"2434","Tantra Eight","HEAD-AND-FOOT KNOWLEDGE","God’s Love For Man"
"2435","Tantra Eight","THREE BLEMISHES","The Truly Liberated"
"2436","Tantra Eight","THREE BLEMISHES","Experiences in Liberation"
"2437","Tantra Eight","THREE STATES (PADAS) OF REALIZATION","The Three States Lead to Siva-Becoming"
"2438","Tantra Eight","THREE STATES (PADAS) OF REALIZATION","Tvam-Pada is Beyond Nadanta State"
"2439","Tantra Eight","THREE STATES (PADAS) OF REALIZATION","Siva is Beyond the Three Padas"
"2440","Tantra Eight","THREE STATES (PADAS) OF REALIZATION","Asi-Pada Experience"
"2441","Tantra Eight","THREE STATES (PADAS) OF REALIZATION","Tvam-Tat-Asi"
"2442","Tantra Eight","THREE STATES (PADAS) OF REALIZATION","Yoga Way Also Leads to the Three States"
"2443","Tantra Eight","THREE STATES (PADAS) OF REALIZATION","Turiyatita Experience"
"2444","Tantra Eight","THREE STATES (PADAS) OF REALIZATION","TANTRA -EIGHT 381"
"2445","Tantra Eight","THREE PARAS","Parallel Yoga Way"
"2446","Tantra Eight","THREE PARAS","Lord Appears in love in Para Turiya"
"2447","Tantra Eight","THREE PARAS","Beyond Para is Parasiva"
"2448","Tantra Eight","TSI","Seek Lord in Intense Divine Desire and Become Siva"
"2449","Tantra Eight","TSI","Pati-Pasam Leads to Para, Para Siva and Para"
"2450","Tantra Eight","TSI","Beyond Kalanta is Tat-Para State (God-Union and"
"2451","Tantra Eight","TSI","In- Tat-Para Union is Aum"
"2452","Tantra Eight","ATTRIBUTES OF PARA","Para Jiva that Had Become Tat-Para, Jiva, Now"
"2453","Tantra Eight","ATTRIBUTES OF PARA","Yet Jnana (Full) without; Jiva’s Purification"
"2454","Tantra Eight","ATTRIBUTES OF PARA","He Dances in Space and Lurks Inside the Deep Well of Pranava"
"2455","Tantra Eight","ATTRIBUTES OF PARA","Jiva's Purification"
"2456","Tantra Eight","ATTRIBUTES OF PARA","He Dances in Space and Lurks Inside the Deep Well"
"2457","Tantra Eight","ATTRIBUTES OF PARA","After Self-Realization is the Light Where No Self"
"2458","Tantra Eight","ATTRIBUTES OF PARA","Siva’s Immanence and Transcendence"
"2459","Tantra Eight","ATTRIBUTES OF PARA","Sakti Manifestations"
"2460","Tantra Eight","ATTRIBUTES OF PARA","Bindu Sakti Imparts Power to Cognitive Organs"
"2461","Tantra Eight","ATTRIBUTES OF PARA","Maya, Little Light Leading to Great Light"
"2462","Tantra Eight","ATTRIBUTES OF PARA","Lord is Splendorous Light in the Space Beyond"
"2463","Tantra Eight","ATTRIBUTES OF PARA","Risk to Suddha State Even in Turiyatita"
"2464","Tantra Eight","ATTRIBUTES OF PARA","Pervasive Sakti is Pervasive Siva’s Form"
"2465","Tantra Eight","ATTRIBUTES OF PARA","Contemplate in Yogic Way"
"2466","Tantra Eight","THREE TURIYAS","Three Turiyas—Jiva, Para and Siva; and Their"
"2467","Tantra Eight","THREE TURIYAS","States of Consciousness in the Three Turiyas"
"2468","Tantra Eight","THREE TURIYAS","Ten States of Consciousness in All—In the Three"
"2469","Tantra Eight","SIVA TURTYA","At the End of Ten is Union in Para Para"
"2470","Tantra Eight","SIVA TURTYA","If You Cannot Reach Turiya Land, Persevere Still"
"2471","Tantra Eight","SIVA TURTYA","The Holy Way"
"2472","Tantra Eight","SIVA TURTYA","From Jiva Turiya to Para Turiya"
"2473","Tantra Eight","SIVA TURTYA","On to the Third Turiya"
"2474","Tantra Eight","THREE MUKTIS","The Three Muktis Are Direct Experiences With"
"2475","Tantra Eight","THREE MUKTIS","Mukti is the Goal of Being One With Siva"
"2476","Tantra Eight","THREE MUKTIS","Way of So-Ham"
"2477","Tantra Eight","THREE MUKTIS","All Attainments, Work of Lord"
"2478","Tantra Eight","TRIPLE SVARUPA","Beyond Triple Muktis is God"
"2479","Tantra Eight","TRIPLE SVARUPA","Light in the Three Mansions"
"2480","Tantra Eight","TRIPLE SVARUPA","Lord’s Vastness"
"2481","Tantra Eight","TRIPLE SVARUPA","God’s Multiple Forms"
"2482","Tantra Eight","TRIPLE SVARUPA","Jiva Shines in Triple Mukti"
"2483","Tantra Eight","TRIPLE SVARUPA","Beyond Triple Mukti-is Mudra: of Jnana"
"2484","Tantra Eight","TRIPLE SVARUPA","Kundalini Yoga"
"2485","Tantra Eight","MUKKARANAM","diva, Para and Siva Are One in Three 012:"
"2486","Tantra Eight","MUKKARANAM","How to Reach Siva State"
"2487","Tantra Eight","MUKKARANAM","Unmani Sakti Takes Over"
"2488","Tantra Eight","THREE SPACES AND TVAM-TAT-ASI","Tvam-Tat-Asi"
"2489","Tantra Eight","THREE SPACES AND TVAM-TAT-ASI","Siva Appears Beyond Tvam-Tat-Asi"
"2490","Tantra Eight","THREE SPACES AND TVAM-TAT-ASI","Tvam-Tat-Asi Becomes Tat-Tvam-Asi"
"2491","Tantra Eight","THREE SPACES AND TVAM-TAT-ASI","As Tatvamasi, Practise Yoga"
"2492","Tantra Eight","THREE SPACES AND TVAM-TAT-ASI","Tvam-Tat-Asi is Grand Vakya"
"2493","Tantra Eight","THREE SPACES AND TVAM-TAT-ASI","Jiva in Different Places and Times"
"2494","Tantra Eight","THREE SPACES AND TVAM-TAT-ASI","The Three Turiyas in the Three Letters A, U, M"
"2495","Tantra Eight","THREE SPACES","Beyond Three Spaces—Maya, Bodha and Upasanta"
"2496","Tantra Eight","THREE SPACES","Tat-Tvam-Asi End of Space Three"
"2497","Tantra Eight","THREE SPACES","Lord is in the Space Beyond the Three Spaces"
"2498","Tantra Eight","THREE SPACES","Paraparam is a Wondrous Land"
"2499","Tantra Eight","THREE SPACES","Import of Si-Va-Ya-Na-Ma"
"2500","Tantra Eight","THREE SPACES","Beyond Thought and Form is Truth"
"2501","Tantra Eight","CAUSED-CAUSAL EXPERIENCES","Transcend All Experiences, Caused and Causal"
"2502","Tantra Eight","CAUSED-CAUSAL EXPERIENCES","Final Goal is in Sushupti—Beyond Experiences"
"2503","Tantra Eight","CAUSED-CAUSAL EXPERIENCES","Interpretation of A-U-M (Aum) and Si-Va-Ya"
"2504","Tantra Eight","CAUSED-CAUSAL EXPERIENCES","Anava (-ness) leaves only By Grace"
"2505","Tantra Eight","CAUSED-CAUSAL EXPERIENCES","Paraparan is in Space Beyond Experiences"
"2506","Tantra Eight","UPASANTAM","Seeds Four’"
"2507","Tantra Eight","UPASANTAM","When Upasanta is"
"2508","Tantra Eight","UPASANTAM","Upasanta in Siva Turiya"
"2509","Tantra Eight","UPASANTAM","Beyond Jiva Turiya and Para Turiya is Upasanta"
"2510","Tantra Eight","UPASANTAM","Upasanta State—The Tenth State"
"2511","Tantra Eight","UPASANTAM","Shore Beyond"
"2512","Tantra Eight","REFRAINING FROM VAIN SPEECH","You Can See Lord Only if You Hold Him in Your"
"2513","Tantra Eight","REFRAINING FROM VAIN SPEECH","Lord is Remote and Near"
"2514","Tantra Eight","REFRAINING FROM VAIN SPEECH","Perform Tapas"
"2515","Tantra Eight","REFRAINING FROM VAIN SPEECH","Seek and Be in Bliss"
"2516","Tantra Eight","REFRAINING FROM VAIN SPEECH","Contemplate on Him"
"2517","Tantra Eight","REFRAINING FROM VAIN SPEECH","Adore Him jn All Ways"
"2518","Tantra Eight","REFRAINING FROM VAIN SPEECH","He is Pervasive Knowledge"
"2519","Tantra Eight","REFRAINING FROM VAIN SPEECH","Think of Him Continuously"
"2520","Tantra Eight","REFRAINING FROM VAIN SPEECH","He is of Infinite Grace"
"2521","Tantra Eight","REFRAINING FROM VAIN SPEECH","Witness Dance of Siva"
"2522","Tantra Eight","REFRAINING FROM VAIN SPEECH","God Vision in Yoga Way"
"2523","Tantra Eight","REFRAINING FROM VAIN SPEECH","Vision of Lord Within"
"2524","Tantra Eight","REFRAINING FROM VAIN SPEECH","State of Quiescence"
"2525","Tantra Eight","REFRAINING FROM VAIN SPEECH","Siva Siddha State"
"2526","Tantra Eight","REFRAINING FROM VAIN SPEECH","Siddhas Are Like Sadasiva Himself"
"2527","Tantra Eight","SPHERE","Gods in the Eight Cardinal Points of Earth’"
"2528","Tantra Eight","SPHERE","The Eight Petalled Lotus in Sahasrara"
"2529","Tantra Eight","SPHERE","How the Eight Petalled Lotus Opens"
"2530","Tantra Eight","SPHERE","Siva-Sakti in Eight-Petalled Lotus"
"2531","Tantra Eight","SPHERE","He Blooms Within Petals Eight"
"2532","Tantra Eight","SPHERE","Centres Beyond Seventh are Formless States"
"2533","Tantra Eight","SPHERE","God is Timeless Eternity"
"2534","Tantra Eight","SPHERE","Seek Him Wherever He is"
"2535","Tantra Eight","SPHERE","The Eight-Petalled Bloom is Dear to Siva"
"2536","Tantra Eight","SPHERE","Holy Jivas Ever Think of God"
"2537","Tantra Eight","NINE AVASTAS AND NINE ASPIRANTS","Souls in the Three Mukti States"
"2538","Tantra Eight","NINE AVASTAS AND NINE ASPIRANTS","Beyond Ninth State"
"2539","Tantra Eight","NINE AVASTAS AND NINE ASPIRANTS","Dawn of Sivajnana"
"2540","Tantra Eight","NINE AVASTAS AND NINE ASPIRANTS","Nine Avasta Cluster Beyond"
"2541","Tantra Eight","NINE AVASTAS AND NINE ASPIRANTS","Lord Spoke of Nine States"
"2542","Tantra Eight","NINE AVASTAS AND NINE ASPIRANTS","Many Paths to God"
"2543","Tantra Eight","NINE AVASTAS AND NINE ASPIRANTS","Nine Super Tattva Cluster"
"2544","Tantra Eight","NINE AVASTAS AND NINE ASPIRANTS","Grace Abounding"
"2545","Tantra Eight","NINE AVASTAS AND NINE ASPIRANTS","-Goal of Siddhanta Philosophy"
"2546","Tantra Eight","SUDDHA-ASUDDHAM","Mystery of Lord’s Abode"
"2547","Tantra Eight","SUDDHA-ASUDDHAM","Away From Karmas"
"2548","Tantra Eight","SUDDHA-ASUDDHAM","Make Maya Vanish"
"2549","Tantra Eight","SUDDHA-ASUDDHAM","Kechari Mudra in Kundalini Yoga"
"2550","Tantra Eight","SUDDHA-ASUDDHAM","Lord is Within; Seek Him not Elsewhere"
"2551","Tantra Eight","SUDDHA-ASUDDHAM","Mystery of Muladhara"
"2552","Tantra Eight","SUDDHA-ASUDDHAM","Muladhara is not Unclean"
"2553","Tantra Eight","SUDDHA-ASUDDHAM","When Purity Real Begins"
"2554","Tantra Eight","SUDDHA-ASUDDHAM","Lord is Real Pure"
"2555","Tantra Eight","SUDDHA-ASUDDHAM","Purity in Silence"
"2556","Tantra Eight","SUDDHA-ASUDDHAM","Adore Lord and Receive Grace"
"2557","Tantra Eight","SUDDHA-ASUDDHAM","Renounce Karma and Be Liberated"
"2558","Tantra Eight","SCORN OF MUKTI","Deny Not God"
"2559","Tantra Eight","SCORN OF MUKTI","Follow Guru"
"2560","Tantra Eight","SCORN OF MUKTI","God Responds to Devotion"
"2561","Tantra Eight","SCORN OF MUKTI","Lord is the Haven for Soul’s Ship"
"2562","Tantra Eight","SCORN OF MUKTI","They Seek Him Not—The Witless Ones"
"2563","Tantra Eight","SCORN OF MUKTI","They See Him Not"
"2564","Tantra Eight","SCORN OF MUKTI","Seek God Within Through Kundalini Yoga"
"2565","Tantra Eight","SCORN OF MUKTI","Men of Evil Fate do not Practise Devotion"
"2566","Tantra Eight","LAKSHANA TRAYAM","diva State Beyond the Ninth Defies Expression"
"2567","Tantra Eight","LAKSHANA TRAYAM","Reaching the Goal in One Shot"
"2568","Tantra Eight","TATTVAMASIVAKYAM","Tat-Tvam-Asi is Beyond the Three Muktis"
"2569","Tantra Eight","TATTVAMASIVAKYAM","Beyond Experiences in the Three Suddha States"
"2570","Tantra Eight","TATTVAMASIVAKYAM","Confluence of Three States Jiva, Para and Siva"
"2571","Tantra Eight","TATTVAMASIVAKYAM","Tat-Tvam-Asi of Vedanta is the Same as"
"2572","Tantra Eight","TATTVAMASIVAKYAM","Param-Param State Beyond Triple Turiya ."
"2573","Tantra Eight","TATTVAMASIVAKYAM","Beyond Jiva, Para and Siva States"
"2574","Tantra Eight","TATTVAMASIVAKYAM","Supreme Awareness Beyond Siva Turiya State"
"2575","Tantra Eight","TATTVAMASIVAKYAM","Beyond Suddha Upasanta and Siva States"
"2576","Tantra Eight","TATTVAMASIVAKYAM","Nature of Confluent State’ in Tat-Tvam-Asi"
"2577","Tantra Eight","TATTVAMASIVAKYAM","Mahavakyam: You Become That"
"2578","Tantra Eight","TATTVAMASIVAKYAM","From Jiva to ‘“‘Aum’’—Five Stages"
"2579","Tantra Eight","TATTVAMASIVAKYAM","The Five Lights in the Body in Yoga"
"2580","Tantra Eight","TATTVAMASIVAKYAM","Adoration Way to Reach Goal"
"2581","Tantra Eight","TATTVAMASIVAKYAM","Knowledge Comes Only. if God. Makes Us Know"
"2582","Tantra Eight","TATTVAMASIVAKYAM","diva Becomes Para and then Siva"
"2583","Tantra Eight","TATTVAMASIVAKYAM","Result of Prayer and Penance"
"2584","Tantra Eight","TATTVAMASIVAKYAM","Acceptance in Grace"
"2585","Tantra Eight","TATTVAMASIVAKYAM","Immortality Conferred"
"2586","Tantra Eight","TATTVAMASIVAKYAM","Pervasive Truth Form"
"2587","Tantra Eight","VISWA-GRASAM (TOTAL ABSORPTION)","Absolute Union"
"2588","Tantra Eight","VISWA-GRASAM (TOTAL ABSORPTION)","Total Merging"
"2589","Tantra Eight","VISWA-GRASAM (TOTAL ABSORPTION)","Tattva Involutes Into Maya"
"2590","Tantra Eight","VISWA-GRASAM (TOTAL ABSORPTION)","When Jiva Becomes Para"
"2591","Tantra Eight","VISWA-GRASAM (TOTAL ABSORPTION)","When Para Becomes Parasiva"
"2592","Tantra Eight","VISWA-GRASAM (TOTAL ABSORPTION)","Three Spaces"
"2593","Tantra Eight","VISWA-GRASAM (TOTAL ABSORPTION)","Beyond Siva Turiya"
"2594","Tantra Eight","VISWA-GRASAM (TOTAL ABSORPTION)","No More Knower and Known in Parapara"
"2595","Tantra Eight","TRUTH","When Jiva Becomes Radiant"
"2596","Tantra Eight","TRUTH","Knowledge That Knows All"
"2597","Tantra Eight","TRUTH","I Met the ‘‘Thief’’"
"2598","Tantra Eight","TRUTH","Melt in Love of God"
"2599","Tantra Eight","TRUTH","How to Receive Grace"
"2600","Tantra Eight","TRUTH","The Truthful Are Beloved of God"
"2601","Tantra Eight","TRUTH","Lord Abides In Hearts of the Truthful"
"2602","Tantra Eight","TRUTH","When Lord Reveals to the Truthful"
"2603","Tantra Eight","TRUTH","How to Mount Steed of Truth"
"2604","Tantra Eight","TRUTH","Lord is the Refuge only of the Truthful"
"2605","Tantra Eight","TRUTH","Give Up Deceptive Bodily Thoughts"
"2606","Tantra Eight","TRUTH","Lord Abides in the Heart of the Faithful"
"2607","Tantra Eight","TRUTH","Lord is a Delicious Fruit Within"
"2608","Tantra Eight","TRUTH","Follow Lord and Be Redeemed"
"2609","Tantra Eight","TRUTH","Constantly Think of Him and Receive Grace"
"2610","Tantra Eight","WAYS OF JNANI","How They Deal With Karma"
"2611","Tantra Eight","WAYS OF JNANI","Tattva Jnanis Crush Karma"
"2612","Tantra Eight","WAYS OF JNANI","No Karma, if Thought and Word are Consistent"
"2613","Tantra Eight","SUNDERING OF DESIRES","Conquer Desires"
"2614","Tantra Eight","SUNDERING OF DESIRES","Lord is in the Desire—Abnegated"
"2615","Tantra Eight","SUNDERING OF DESIRES","Sunder Desires"
"2616","Tantra Eight","SUNDERING OF DESIRES","Jnana Way"
"2617","Tantra Eight","SUNDERING OF DESIRES","Perish not in the Flood of Pleasure and Pain"
"2618","Tantra Eight","SUNDERING OF DESIRES","Jnani’s Purified Way"
"2619","Tantra Eight","SUNDERING OF DESIRES","Jnanis Remain Immortal in God-Love"
"2620","Tantra Eight","SUNDERING OF DESIRES","Realize the Truth that Jiva is Siva"
"2621","Tantra Eight","SUNDERING OF DESIRES","Jnanis are not for Becoming Performing Gods"
"2622","Tantra Eight","SUNDERING OF DESIRES","He is Lord of All"
"2623","Tantra Eight","SUNDERING OF DESIRES","Be a Devotee of Devotees"
"2624","Tantra Eight","SUNDERING OF DESIRES","Seek Nandi Within"
"2625","Tantra Eight","TO BE POSSESSED OF BHAKTI","Lord is Righteous and Bounteous"
"2626","Tantra Eight","TO BE POSSESSED OF BHAKTI","Where is That Peerless Pearl?"
"2627","Tantra Eight","TO BE POSSESSED OF BHAKTI","Yearn for the Lord"
"2628","Tantra Eight","TO BE POSSESSED OF BHAKTI","Birth and Release are God’s Giving"
"2629","Tantra Eight","TO BE POSSESSED OF BHAKTI","Reach God the Kundalini Yoga Way"
"2630","Tantra Eight","TO BE POSSESSED OF BHAKTI","God Grants Protection"
"2631","Tantra Eight","TO BE POSSESSED OF BHAKTI","He Protects Good Against Evil"
"2632","Tantra Eight","TO BE POSSESSED OF BHAKTI","Seek Him Within and Without"
"2633","Tantra Eight","TO BE IN MUKTI","Jiva's Task is to Seek Him"
"2634","Tantra Eight","TO BE IN MUKTI","Divine Experiment"
"2635","Tantra Eight","EXPERIMENTATION","Seeking Union .in God"
"2636","Tantra Eight","EXPERIMENTATION","Seeking Union in God"
"2637","Tantra Eight","EXPERIMENTATION","Merge in God’s Pervasiveness"
"2638","Tantra Eight","EXPERIMENTATION","Lord is Immanent"
"2639","Tantra Eight","EXPERIMENTATION","Lord is Immanent"
"2640","Tantra Eight","EXPERIMENTATION","Lord is in the Heart’s Temple"
"2641","Tantra Eight","EXPERIMENTATION","Lord Will Make You First of Many"
"2642","Tantra Eight","EXPERIMENTATION","I Found Love Within Me"
"2643","Tantra Eight","EXPERIMENTATION","He is Father, Mother, Kitn and Kin"
"2644","Tantra Eight","EXPERIMENTATION","He is Father, Mother, Kith and Kin"
"2645","Tantra Eight","EXPERIMENTATION","Be not Separated from Lord"
"2646","Tantra Eight","EXPERIMENTATION","Search Lord in Calmness"
"2647","Tantra Eight","EXPERIMENTATION","Tat-Para Enters Within Jiva"
"2648","Tantra Nine","DARSHAN OF GURU MONASTERY","Gurus Have Reached to Lotus Feet"
"2649","Tantra Nine","DARSHAN OF GURU MONASTERY","Lord is in the Body"
"2650","Tantra Nine","DARSHAN OF GURU MONASTERY","Great Way of Seeking"
"2651","Tantra Nine","DARSHAN OF GURU MONASTERY","Revelation of Lord’s Abode"
"2652","Tantra Nine","DARSHAN OF GURU MONASTERY","Lord is in Guru’s Monastery"
"2653","Tantra Nine","DARSHAN OF GURU MONASTERY","१.010*5 Abode Inside the Body"
"2654","Tantra Nine","DARSHAN OF GURU MONASTERY","Jnanis Seek Lord Within the Light of Manifestness"
"2655","Tantra Nine","DARSHAN OF JNANA GURU","When the Holy Guru Appears"
"2656","Tantra Nine","DARSHAN OF JNANA GURU","Parasivam is Beyond the Three Turiyas"
"2657","Tantra Nine","DARSHAN OF JNANA GURU","What These Body Organs are for"
"2658","Tantra Nine","DARSHAN OF JNANA GURU","At the Thought of Guru’s Form Impurities Vanish"
"2659","Tantra Nine","DARSHAN OF JNANA GURU","At the Thought of Guru's Form Impurities Vanish"
"2660","Tantra Nine","DARSHAN OF JNANA GURU","God is in the Silence of Perception"
"2661","Tantra Nine","DARSHAN OF JNANA GURU","Sakti is in Ajna Centre"
"2662","Tantra Nine","DARSHAN OF JNANA GURU","Siva is in Sahasrathala (North)"
"2663","Tantra Nine","DARSHAN OF JNANA GURU","Way of Seeking Within Leads to Supreme"
"2664","Tantra Nine","DARSHAN OF JNANA GURU","Love Lord and Sever Pasas"
"2665","Tantra Nine","DARSHAN OF JNANA GURU","Lord can be Reached by Earnest Seeking"
"2666","Tantra Nine","DARSHAN OF JNANA GURU","Think of Him and He Thinks of You"
"2667","Tantra Nine","DARSHAN OF JNANA GURU","In Seeking be not Discouraged by Initial Failures"
"2668","Tantra Nine","DARSHAN OF JNANA GURU","How Lord Enters Within -"
"2669","Tantra Nine","DARSHAN OF JNANA GURU","Holy Guru Shows the Light in Eye-Brow Centre"
"2670","Tantra Nine","DARSHAN OF JNANA GURU","God’s Form"
"2671","Tantra Nine","DARSHAN OF JNANA GURU","His Love for Sakti and His Devotees"
"2672","Tantra Nine","DARSHAN OF JNANA GURU","By Grace He Can Be Seen"
"2673","Tantra Nine","DARSHAN OF JNANA GURU","Grace Gives Clear Vision"
"2674","Tantra Nine","PRANAVA SAMADHI","Articulate Pranava is Siva’s Form; Inarticulate"
"2675","Tantra Nine","PRANAVA SAMADHI","T~55"
"2676","Tantra Nine","PRANAVA SAMADHI","In Aum Jiva, Para and Siva Merge"
"2677","Tantra Nine","PRANAVA SAMADHI","In Aum Jiva, Para and Siva Merge"
"2678","Tantra Nine","PRANAVA SAMADHI","Aum is Bliss of Brahman, the Universe and the"
"2679","Tantra Nine","PRANAVA SAMADHI","Great Teaching of Sanmarga"
"2680","Tantra Nine","PRANAVA SAMADHI","Ascending Order to Finite Goal Within"
"2681","Tantra Nine","LIGHT","Know Light Within"
"2682","Tantra Nine","LIGHT","That Light Dispels Soul’s Darkness"
"2683","Tantra Nine","LIGHT","The Light Within is the Source of All Light"
"2684","Tantra Nine","LIGHT","Lord’s Form is Light"
"2685","Tantra Nine","LIGHT","That Light Engrosses the Light of the Five"
"2686","Tantra Nine","LIGHT","The Light Within 15 the Blending of All"
"2687","Tantra Nine","LIGHT","The Little Light Within Points to the Effulgent Light"
"2688","Tantra Nine","LIGHT","Divine Light Devours Soul’s Darkness"
"2689","Tantra Nine","LIGHT","When the Lights of Siva and Sakti Blend in Jiva Light"
"2690","Tantra Nine","LIGHT","Lord’s Light and Jiva’s Light Merge Within"
"2691","Tantra Nine","LIGHT","Dancing in the Darkness of Pasa, Siva Light Enters"
"2692","Tantra Nine","LIGHT","Siva’s Light Becomes Sakti’s Light of Grace"
"2693","Tantra Nine","LIGHT","Even Sceptics Can Reach that Light if they Seek"
"2694","Tantra Nine","LIGHT","He Who Receives Siva’s Light Becomes Jivan"
"2695","Tantra Nine","LIGHT","diva Purified by Siva’s Light Unites in Him"
"2696","Tantra Nine","LIGHT","diva then Blossoms as Divine Flower"
"2697","Tantra Nine","LIGHT","Seek Himself as Yourself"
"2698","Tantra Nine","STHULA (ARTICULATE) PANCHAKSHARA","Fifty Letters Become Five"
"2699","Tantra Nine","STHULA (ARTICULATE) PANCHAKSHARA","Fifty Letters Became Fifty-One"
"2700","Tantra Nine","STHULA (ARTICULATE) PANCHAKSHARA","Seek the Seminal Mantra Nama Sivaya"
"2701","Tantra Nine","STHULA (ARTICULATE) PANCHAKSHARA","How Aum and the Five Letters are Distributed"
"2702","Tantra Nine","STHULA (ARTICULATE) PANCHAKSHARA","The Five Letters are the Life’s Refuge"
"2703","Tantra Nine","STHULA (ARTICULATE) PANCHAKSHARA","Chant Five Letters at Dawn and Dusk"
"2704","Tantra Nine","STHULA (ARTICULATE) PANCHAKSHARA","Chant Sivaya Nama in God-Love"
"2705","Tantra Nine","STHULA (ARTICULATE) PANCHAKSHARA","The Five Letters Will Close the Gateway to Birth"
"2706","Tantra Nine","STHULA (ARTICULATE) PANCHAKSHARA","Blessings of the Five Lettered Mantra — of Siva’s"
"2707","Tantra Nine","STHULA (ARTICULATE) PANCHAKSHARA","Siva’s Five Letter Mantra is the Final Refuge"
"2708","Tantra Nine","STHULA (ARTICULATE) PANCHAKSHARA","Letters Five Alone Can Dispel Darkness"
"2709","Tantra Nine","SUKSHMA GNARTICULATE) PANCHAKSHARA","Sivaya Nama is Alchemic"
"2710","Tantra Nine","SUKSHMA GNARTICULATE) PANCHAKSHARA","Si-Va-Ya-Na-Ma Brings Union of करट With"
